CATEGORYID,ASSETDESC,USESTATUS_LAST_ID,P_MANUFACTURERID,DATEMANUFACTURE,NATIONALFACT,OWNER,KIEU,U_LV,U_DM,I_P_DM,U_MCOV,PHA,LOAI,CAP_PHONG_IEC,VAT_LIEU,CAP_CS
0110D00_CS,CAM MY_T2_CS.1T2-A,USING,HSX.00311,2016,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500869
0110D00_CS,CT17-TRANDE-CS1T1A-31/3/2006,USING,HSX.00126,2005,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.37,PB-100040,PB-100043,PB-500871
0110D00_CS,CT17-TRANDE-CS1T1B-31/03/2006,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500871
0110D00_CS,CT17-TRANDE-CS1T1C-31/03/2006,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500871
0110D00_CS,CT17-TRANDE-CS1T2A-15/06/2014,USING,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.37,PB-100040,PB-100043,PB-500871
0110D00_CS,CT17-TRANDE-CS1T2B-15/6/2014,USING,HSX.00354,2013,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.69,PB-100040,PB-100042,PB-500871
0110D00_CS,CT17-TRANDE-CS1T2C-15/6/2014,USING,HSX.00354,2013,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.69,PB-100040,PB-100042,PB-500871
0110D00_CS,CT17 SOCTRANG-CS-171A-2004,USING,HSX.00046,2002,TB040.00016,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500871
0110D00_CS,CT17 SOCTRANG-CS171B-2004,USING,HSX.00046,2002,TB040.00016,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500871
0110D00_CS,CT17 SOCTRANG-CS171C-2004,USING,HSX.00046,2002,TB040.00016,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500871
0110D00_CS,CT17 SOCTRANG-CS1T1A-2004,USING,HSX.00508,1996,TB040.00016,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500871
0110D00_CS,CT17 SOCTRANG-CS1T1B-2004,USING,HSX.00508,1996,TB040.00016,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500871
0110D00_CS,CT17 SOCTRANG-CS1T1C-2004,USING,HSX.00508,1996,TB040.00016,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500871
0110D00_CS,CT17 SOCTRANG-CS1T2A-2004,USING,HSX.00126,2003,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100042,PB-500871
0110D00_CS,CT17 SOCTRANG-CS1T2B-2004,USING,HSX.00126,2003,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.73,PB-100040,PB-100042,PB-500871
0110D00_CS,CT17 SOCTRANG-CS1T2C-2004,USING,HSX.00126,2003,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.73,PB-100040,PB-100042,PB-500871
0110D00_CS,CS1T2_A Phước Hòa,USING,HSX.00354,2017,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.3,PB-100040,PB-100043,PB-500871
0110D00_CS,CT14RACHGOC-CS1T1A-10/2021,USING,HSX.00311,2017,TB040.00021,TB0632,PB-100031,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.62,PB-100040,PB-100043,PB-500869
0110D00_CS,CT14RACHGOC-CS1T1B-10/2021,USING,HSX.00311,2017,TB040.00021,TB0632,PB-100031,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.62,PB-100040,PB-100043,PB-500869
0110D00_CS,CT14RACHGOC-CS1T1C-10/2021,USING,HSX.00311,2017,TB040.00021,TB0632,PB-100031,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.62,PB-100040,PB-100043,PB-500869
0110D00_CS,CT16DUYENTRACS171B-2003,RETIRE,HSX.00035,2001,TB040.00113,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.4,PB-100040,PB-100043,PB-500869
0110D00_CS,CT16DUYENTRACS171A-2003,RETIRE,HSX.00035,2001,TB040.00113,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.4,PB-100040,PB-100043,PB-500869
0110D00_CS,CT16DUYENTRACS171C-2003,RETIRE,HSX.00035,2001,TB040.00113,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.4,PB-100040,PB-100043,PB-500869
0110D00_CS,CT03DALAT1CS172A-6/16,USING,HSX.00631,2015,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500869
0110D00_CS,CT03DALAT1CS172B-6/16,USING,HSX.00631,2015,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500869
0110D00_CS,CT03DALAT1CS172C-6/16,USING,HSX.00631,2015,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500869
0110D00_CS,CT08GCTCS1T1B - 7/6/2010,USING,HSX.00126,2007,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_03,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.36,PB-100040,PB-100042,PB-500871
0110D00_CS,CT08GCTCS1T1A - 7/6/2010,USING,HSX.00126,2007,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_03,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.36,PB-100040,PB-100042,PB-500871
0110D00_CS,CT08GOCONGTAY-CS1T2C-6/5/2018,USING,HSX.00354,2017,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_03,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.77,PB-100040,PB-100043,PB-500871
0110D00_CS,CT08GOCONGTAY-CS1T2B-6/5/2018,USING,HSX.00354,2017,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_03,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.77,PB-100040,PB-100043,PB-500871
0110D00_CS,CT08GOCONG-CS1T1C-5/4/2018,USING,HSX.00126,2015,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.36,PB-100040,PB-100042,PB-500871
0110D00_CS,CT08GOCONG-CS1T1B-5/4/2018,USING,HSX.00126,2015,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.36,PB-100040,PB-100042,PB-500871
0110D00_CS,CT08GOCONG-CS1T2C-20/3/2018,USING,HSX.00354,2017,TB040.00021,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.36,PB-100040,PB-100042,PB-500871
0110D00_CS,CT08GOCONG-CS1T2B-20/3/2018,USING,HSX.00354,2017,TB040.00021,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.36,PB-100040,PB-100042,PB-500871
0110D00_CS,CT14KHANHAN-CS1T2A,USING,HSX.T.685,2021,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500893,PB-100033,EVN.PHA_A,TBI_CT_LOAI.78,PB-100040,PB-100043,PB-500871
0110D00_CS,CT14KHANHAN-CS1T2B,USING,HSX.T.685,2021,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500893,PB-100033,EVN.PHA_B,TBI_CT_LOAI.78,PB-100040,PB-100043,PB-500871
0110D00_CS,CT14KHANHAN-CS1T2C,USING,HSX.T.685,2021,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500893,PB-100033,EVN.PHA_C,TBI_CT_LOAI.78,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03DL1CS1T1B,USING,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.61,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03DL1CS1T1C,USING,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.61,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1 T1-A,USING,HSX.00354,2021,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.77,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1 T1-B,USING,HSX.00354,2021,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.77,PB-100040,PB-100043,PB-500869
0110D00_CS,CS1 T1-C,USING,HSX.00354,2021,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.77,PB-100040,PB-100043,PB-500869
0110D00_CS,CT03-DDUONG-CSV-171A,USING,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.62,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03-DDUONG-CSV-171B,USING,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.62,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03-DDUONG-CSV-171C,USING,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.62,PB-100040,PB-100043,PB-500871
0110D00_CS,CT16DUYENTRACS172A-2003,RETIRE,HSX.00035,2001,TB040.00113,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.4,PB-100040,PB-100043,PB-500869
0110D00_CS,CT16DUYENTRACS172B-2003,RETIRE,HSX.00035,2001,TB040.00113,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.4,PB-100040,PB-100043,PB-500869
0110D00_CS,CT16DUYENTRACS172C-2003,RETIRE,HSX.00035,2001,TB040.00113,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.4,PB-100040,PB-100043,PB-500869
0110D00_CS,CT03DD-CS172-A-2017,USING,HSX.00354,2017,TB040.00023,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.77,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03DD-CS172-B-2017,USING,HSX.00354,2017,TB040.00023,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.77,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03DD-CS172-C-2017,USING,HSX.00354,2017,TB040.00023,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.77,PB-100040,PB-100043,PB-500871
0110D00_CS,CT15BRCS1T2A-11/21,USING,HSX.00126,2020,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100043,PB-500871
0110D00_CS,CT15BRCS1T2B-11/21,USING,HSX.00126,2020,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.22,PB-100040,PB-100043,PB-500871
0110D00_CS,CT15BRCS1T2C-11/21,USING,HSX.00126,2020,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100043,PB-500871
0110D00_CS,CSV 1T1 PHA A,USING,HSX.00126,2006,TB040.00134,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,CSV 1T1 PHA C,USING,HSX.00126,2006,TB040.00134,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,CSV 1T1 PHA B,USING,HSX.00126,2006,TB040.00134,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03DALAT1CS171A-6/16,RETIRE,HSX.00631,2015,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03DALAT1CS171B-6/16,RETIRE,HSX.00631,2015,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03DALAT1CS171C-6/16,RETIRE,HSX.00631,2015,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03DALAT1CS172A-6/16,RETIRE,HSX.00631,2015,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03DALAT1CS172B-6/16,RETIRE,HSX.00631,2015,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03DALAT1CS172C-6/16,RETIRE,HSX.00631,2015,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03DL1CS1T1C,RETIRE,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.61,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03DL1CS1T1B,RETIRE,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.61,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03DL1CS1T1A,RETIRE,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.61,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02VANMYCS1T1A - 15/08/2018,USING,HSX.00354,2018,TB040.00021,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100042,PB-500871
0110D00_CS,CT02VANMYCS1T1B - 15/08/2018,USING,HSX.00354,2018,TB040.00021,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.73,PB-100040,PB-100042,PB-500871
0110D00_CS,CT02VANMYCS1T1C - 15/08/2018,USING,HSX.00354,2018,TB040.00021,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.73,PB-100040,PB-100042,PB-500871
0110D00_CS,CT02VANMYCS1T2A - 15/08/2018,USING,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.61,PB-100040,PB-100042,PB-500871
0110D00_CS,CT02VANMYCS1T2B - 15/08/2018,USING,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.61,PB-100040,PB-100042,PB-500871
0110D00_CS,CT02VANMYCS1T2C - 15/08/2018,USING,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.61,PB-100040,PB-100042,PB-500871
0110D00_CS,CT03-LHA-CSV1T1-A-2015,USING,HSX.00126,2014,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.80,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03-LHA-CSV1T1-B-2015,USING,HSX.00126,2014,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.80,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03-LHA-CSV1T1-C-2015,USING,HSX.00126,2014,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.80,PB-100040,PB-100043,PB-500871
0110D00_CS,CT03-DATEH-CS172A/2016,USING,HSX.00354,2015,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500875
0110D00_CS,CT03-DATEH-CS172B/2016,USING,HSX.00354,2015,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500875
0110D00_CS,CT03-DATEH-CS172C/2016,USING,HSX.00354,2015,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500875
0110D00_CS,CT03-DATEH-CS171A/2016,USING,HSX.00354,2015,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500875
0110D00_CS,CT03-DATEH-CS171B/2016,USING,HSX.00354,2015,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500875
0110D00_CS,CT03-DATEH-CS171C/2016,USING,HSX.00354,2015,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500875
0110D00_CS,CT06DUCLAPCS-1T2A-26.04.2015,USING,HSX.00631,2014,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.12,PB-100040,PB-100043,PB-500871
0110D00_CS,CT06DUCLAPCS-1T2B-26.04.2015,USING,HSX.00631,2014,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.12,PB-100040,PB-100043,PB-500871
0110D00_CS,CT06DUCLAPCS-1T2C-26.04.2015,USING,HSX.00631,2014,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.12,PB-100040,PB-100043,PB-500871
0110D00_CS,CS.CT05TANBIEN-CS1T2A-09/2012,USING,HSX.00126,2004,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100043,PB-500871
0110D00_CS,CS.CT05TANBIEN-CS1T2B-09/2012,USING,HSX.00126,2004,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.24,PB-100040,PB-100043,PB-500871
0110D00_CS,CS.CT05TANBIEN-CS1T2C-09/2012,USING,HSX.00126,2004,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.24,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02PHANRICS173A - 05/04/2019,USING,HSX.00035,2019,TB040.00018,TB0631,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.4,PB-100040,PB-100042,PB-500871
0110D00_CS,CT02PHANRICS173B - 05/04/2019,USING,HSX.00035,2019,TB040.00018,TB0631,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.4,PB-100040,PB-100042,PB-500871
0110D00_CS,CT02PHANRICS173C - 05/04/2019,USING,HSX.00035,2019,TB040.00018,TB0631,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.4,PB-100040,PB-100042,PB-500871
0110D00_CS,CT02THANGHAICS1T1A - 17/01/2018,USING,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.62,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02THANGHAICS1T1B - 17/01/2018,USING,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.62,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02THANGHAICS1T1C - 17/01/2018,USING,HSX.00311,2018,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.62,PB-100040,PB-100043,PB-500871
0110D00_CS,CT06LONGAN-CS1T2A- 30/08/2015,USING,HSX.00631,2014,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.12,PB-100040,PB-100043,PB-500869
0110D00_CS,CT06LONGAN-CS1T2B- 30/08/2015,USING,HSX.00631,2014,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.12,PB-100040,PB-100043,PB-500869
0110D00_CS,CT06LONGAN-CS1T2C- 30/08/2015,USING,HSX.00631,2014,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.12,PB-100040,PB-100043,PB-500869
0110D00_CS,CAM MY_171_CS.171-C,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.38,PB-100040,PB-100043,PB-500869
0110D00_CS,CT13HONDATCS172A-02/15,USING,HSX.00354,2014,TB040.00021,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.17,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HONDATCS172B-02/15,USING,HSX.00354,2014,TB040.00021,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.17,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HONDATCS172C-02/15,USING,HSX.00354,2014,TB040.00021,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.17,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HONDATCS171A-02/15,USING,HSX.00354,2014,TB040.00021,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.17,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HONDATCS171B-02/15,USING,HSX.00354,2014,TB040.00021,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.17,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HONDATCS171C-02/15,USING,HSX.00354,2014,TB040.00021,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.17,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13CS173A-11/09,USING,HSX.00311,2007,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.61,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13CS173B-11/09,USING,HSX.00311,2007,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.61,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13CS173C-11/09,USING,HSX.00311,2007,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.61,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13CS171A-11/09,USING,HSX.00311,2007,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.61,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13CS171B-11/09,USING,HSX.00311,2007,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.61,PB-100040,PB-100042,PB-500869
